Iteration, VoteCastTime (ms), Gas (Unit), Gas Cost (USD)
1,882.3938339948654, 590497, 0.9377151409700001
2,879.0799999833107, 573373, 0.91052205773
1,874.3062499761581, 590497, 0.9377151409700001
2,899.4879170060158, 573397, 0.91056016997
1,893.0532910227776, 590485, 0.9376960848499999
2,888.0284579992294, 573385, 0.91054111385
3,893.7627079486847, 573373, 0.91052205773
4,898.1807909607887, 573397, 0.91056016997
5,890.8445420265198, 573409, 0.91057922609
6,869.9406250119209, 573373, 0.91052205773
7,884.0862920284271, 573385, 0.91054111385
8,891.0632919669151, 573361, 0.91050300161
9,885.5510829687119, 573373, 0.91052205773
10,894.4215840101242, 573385, 0.91054111385
11,886.8106249570847, 573397, 0.91056016997
12,915.4899169802666, 573361, 0.91050300161
13,922.527624964714, 573385, 0.91054111385
14,875.3271250128746, 573373, 0.91052205773
15,886.3647919893265, 573409, 0.91057922609
16,877.7060839533806, 573397, 0.91056016997
17,903.0665000081062, 573397, 0.91056016997
18,886.5767500400543, 573373, 0.91052205773
19,910.9163340330124, 573409, 0.91057922609
20,899.4204999804497, 573397, 0.91056016997
21,918.9757080078125, 573409, 0.91057922609
22,886.1625410318375, 573397, 0.91056016997
23,904.1895409822464, 573397, 0.91056016997
24,881.1773750185966, 573337, 0.91046488937
25,908.775916993618, 573373, 0.91052205773
26,892.0008749961853, 573409, 0.91057922609
27,883.0576660037041, 573385, 0.91054111385
28,862.126207947731, 573361, 0.91050300161
29,928.5497080087662, 573385, 0.91054111385
30,866.9867079854012, 573397, 0.91056016997
31,877.6779170036316, 573361, 0.91050300161
32,896.553916990757, 573373, 0.91052205773
33,899.862458050251, 573385, 0.91054111385
34,879.6913750171661, 573409, 0.91057922609
35,890.6449999809265, 573397, 0.91056016997
36,883.1890000104904, 573397, 0.91056016997
37,903.2377920150757, 573373, 0.91052205773
38,893.5155419707298, 573397, 0.91056016997
39,890.9079999923706, 573397, 0.91056016997
40,909.1940420269966, 573397, 0.91056016997
41,994.7516250014305, 573409, 0.91057922609
42,916.0362919569016, 573409, 0.91057922609
43,941.5042499899864, 573373, 0.91052205773
44,904.3086670041084, 573409, 0.91057922609
45,917.6764580011368, 573373, 0.91052205773
46,896.1259999871254, 573397, 0.91056016997
47,897.6382090449333, 573373, 0.91052205773
48,908.8748339414597, 573373, 0.91052205773
49,936.2406250238419, 573409, 0.91057922609
50,916.0098330378532, 573373, 0.91052205773
51,883.5014590024948, 573385, 0.91054111385
52,885.0840420126915, 573373, 0.91052205773
53,900.3179159760475, 573397, 0.91056016997
54,883.0085000395775, 573385, 0.91054111385
55,877.9304999709129, 573385, 0.91054111385
56,902.5170000195503, 573409, 0.91057922609
57,906.6058750152588, 573385, 0.91054111385
58,876.6253340244293, 573397, 0.91056016997
59,881.7618750333786, 573385, 0.91054111385
60,894.9270420074463, 573397, 0.91056016997
61,912.4898329973221, 573373, 0.91052205773
62,890.1413750052452, 573385, 0.91054111385
63,893.8578340411186, 573397, 0.91056016997
64,881.2221670150757, 573385, 0.91054111385
65,932.6210409998894, 573397, 0.91056016997
66,887.7423750162125, 573397, 0.91056016997
67,892.7358750104904, 573397, 0.91056016997
68,909.6360000371933, 573361, 0.91050300161
69,965.7659590244293, 573409, 0.91057922609
70,908.3234170079231, 573409, 0.91057922609
71,895.9648749828339, 573385, 0.91054111385
72,917.2693749666214, 573397, 0.91056016997
73,915.4037910103798, 573397, 0.91056016997
74,883.291541993618, 573397, 0.91056016997
75,899.3277500271797, 573385, 0.91054111385
76,881.1306250095367, 573385, 0.91054111385
77,906.1340420246124, 573397, 0.91056016997
78,914.0255419611931, 573397, 0.91056016997
79,894.9789590239525, 573397, 0.91056016997
80,891.7299999594688, 573397, 0.91056016997
81,915.9809170365334, 573397, 0.91056016997
82,903.690750002861, 573409, 0.91057922609
83,888.1532920002937, 573373, 0.91052205773
84,890.194540977478, 573409, 0.91057922609
85,909.0356670022011, 573397, 0.91056016997
86,894.1121670007706, 573397, 0.91056016997
87,898.3679999709129, 573409, 0.91057922609
88,889.6164579987526, 573373, 0.91052205773
89,912.4220420122147, 573409, 0.91057922609
90,953.9425420165062, 573385, 0.91054111385
91,911.5307079553604, 573397, 0.91056016997
92,886.5162090063095, 573397, 0.91056016997
93,936.7405419945717, 573409, 0.91057922609
94,891.1114159822464, 573373, 0.91052205773
95,894.1216250061989, 573385, 0.91054111385
96,909.1350419521332, 573385, 0.91054111385
97,931.349083006382, 573409, 0.91057922609
98,892.3924170136452, 573409, 0.91057922609
99,913.7363750338554, 573397, 0.91056016997
100,897.2233750224113, 573373, 0.91052205773
101,941.6082919836044, 573385, 0.91054111385
102,890.6231250166893, 573385, 0.91054111385
103,887.6714169979095, 573397, 0.91056016997
104,885.1980410218239, 573361, 0.91050300161
105,923.6437500119209, 573409, 0.91057922609
106,882.4694579839706, 573385, 0.91054111385
107,881.473542034626, 573409, 0.91057922609
108,871.881541967392, 573385, 0.91054111385
109,894.7501659989357, 573385, 0.91054111385
110,887.178415954113, 573409, 0.91057922609
111,880.3120830059052, 573385, 0.91054111385
112,876.356625020504, 573409, 0.91057922609
113,908.9759169816971, 573385, 0.91054111385
114,884.8486250042915, 573409, 0.91057922609
115,902.6762080192566, 573397, 0.91056016997
116,884.2705419659615, 573373, 0.91052205773
117,948.1347910165787, 573397, 0.91056016997
118,896.6128330230713, 573409, 0.91057922609
119,910.8074999451637, 573385, 0.91054111385
120,890.6220420002937, 573409, 0.91057922609
121,919.6376659870148, 573397, 0.91056016997
122,881.2107500433922, 573409, 0.91057922609
123,899.0390409827232, 573409, 0.91057922609
124,892.017332971096, 573409, 0.91057922609
125,923.0208750367165, 573397, 0.91056016997
126,884.5717079639435, 573397, 0.91056016997
127,880.7938339710236, 573373, 0.91052205773
128,883.1157919764519, 573385, 0.91054111385
129,911.1584169864655, 573385, 0.91054111385
130,889.5981670022011, 573409, 0.91057922609
131,898.0815420150757, 573409, 0.91057922609
132,928.2014999985695, 573409, 0.91057922609
133,921.1980419754982, 573397, 0.91056016997
134,890.8042079806328, 573385, 0.91054111385
135,905.5866659879684, 573409, 0.91057922609
136,911.2642499804497, 573373, 0.91052205773
137,915.0716660022736, 573361, 0.91050300161
138,897.0800420045853, 573409, 0.91057922609
139,915.3396250009537, 573385, 0.91054111385
140,918.6656249761581, 573409, 0.91057922609
141,904.6312500238419, 573397, 0.91056016997
142,915.0440409779549, 573373, 0.91052205773
143,916.2219579815865, 573397, 0.91056016997
144,901.5673750042915, 573385, 0.91054111385
145,924.0516250133514, 573385, 0.91054111385
146,895.560958981514, 573385, 0.91054111385
147,900.560416996479, 573373, 0.91052205773
148,901.6920830011368, 573409, 0.91057922609
149,900.7442080378532, 573409, 0.91057922609
150,924.8856250047684, 573361, 0.91050300161
151,894.1696660518646, 573361, 0.91050300161
152,901.2348340153694, 573409, 0.91057922609
153,903.6039999723434, 573409, 0.91057922609
154,905.9544579982758, 573385, 0.91054111385
155,904.3001670241356, 573385, 0.91054111385
156,908.9461250305176, 573373, 0.91052205773
157,892.2957080006599, 573397, 0.91056016997
158,910.7360840439796, 573409, 0.91057922609
159,897.6173749566078, 573397, 0.91056016997
160,913.2038330435753, 573385, 0.91054111385
161,901.1663749814034, 573385, 0.91054111385
162,900.8855000138283, 573373, 0.91052205773
163,899.7058750391006, 573397, 0.91056016997
164,910.955208003521, 573385, 0.91054111385
165,921.8908330202103, 573373, 0.91052205773
166,911.9984169602394, 573385, 0.91054111385
167,893.8871249556541, 573397, 0.91056016997
168,910.057707965374, 573361, 0.91050300161
169,896.2626670002937, 573409, 0.91057922609
170,880.2540419697762, 573409, 0.91057922609
171,889.678375005722, 573397, 0.91056016997
172,885.7260410189629, 573409, 0.91057922609
173,893.0004590153694, 573409, 0.91057922609
174,886.0170829892159, 573397, 0.91056016997
175,883.9275000095367, 573373, 0.91052205773
176,876.1100829839706, 573373, 0.91052205773
177,887.379791021347, 573397, 0.91056016997
178,896.093249976635, 573337, 0.91046488937
179,923.0451669692993, 573397, 0.91056016997
180,921.842207968235, 573397, 0.91056016997
181,879.2001249790192, 573385, 0.91054111385
182,892.1108329892159, 573397, 0.91056016997
183,931.0948330163956, 573409, 0.91057922609
184,894.7134999632835, 573397, 0.91056016997
185,901.2146669626236, 573385, 0.91054111385
186,881.8874999880791, 573409, 0.91057922609
187,900.2324999570847, 573397, 0.91056016997
188,877.8554590344429, 573397, 0.91056016997
189,913.8707909584045, 573397, 0.91056016997
190,886.0356670022011, 573397, 0.91056016997
191,926.8548330068588, 573397, 0.91056016997
192,904.7503749728203, 573373, 0.91052205773
193,904.7524170279503, 573385, 0.91054111385
194,889.5860000252724, 573385, 0.91054111385
195,902.3677920103073, 573385, 0.91054111385
196,900.0434589982033, 573409, 0.91057922609
197,908.7667080163956, 573373, 0.91052205773
198,907.2792920470238, 573397, 0.91056016997
199,913.5736250281334, 573373, 0.91052205773
200,896.2244160175323, 573409, 0.91057922609
201,891.7368329763412, 573385, 0.91054111385
202,918.1394580006599, 573409, 0.91057922609
203,922.2079169750214, 573385, 0.91054111385
204,891.8180419802666, 573409, 0.91057922609
205,882.8898749947548, 573349, 0.91048394549
206,906.2819160223007, 573409, 0.91057922609
207,925.4962089657784, 573385, 0.91054111385
208,909.1331250071526, 573373, 0.91052205773
209,881.5595000386238, 573385, 0.91054111385
210,900.1391670107841, 573373, 0.91052205773
211,913.8050420284271, 573385, 0.91054111385
212,895.371583044529, 573397, 0.91056016997
213,921.0118750333786, 573397, 0.91056016997
214,901.7441250085831, 573385, 0.91054111385
215,900.9145420193672, 573385, 0.91054111385
216,885.198332965374, 573397, 0.91056016997
217,887.3443750143051, 573397, 0.91056016997
218,878.8587919473648, 573361, 0.91050300161
219,911.3966670036316, 573361, 0.91050300161
220,891.793083012104, 573385, 0.91054111385
221,890.7737500071526, 573409, 0.91057922609
222,881.4021250009537, 573385, 0.91054111385
223,918.0238749980927, 573409, 0.91057922609
224,883.2834169864655, 573409, 0.91057922609
225,880.104542016983, 573361, 0.91050300161
226,887.9139579534531, 573409, 0.91057922609
227,912.7443329691887, 573397, 0.91056016997
228,888.6415839791298, 573373, 0.91052205773
229,897.9234159588814, 573397, 0.91056016997
230,914.1231669783592, 573409, 0.91057922609
231,925.0543749928474, 573361, 0.91050300161
232,902.8554999828339, 573409, 0.91057922609
233,905.9059169888496, 573397, 0.91056016997
234,921.207583963871, 573409, 0.91057922609
235,900.4756659865379, 573385, 0.91054111385
236,907.6762499809265, 573385, 0.91054111385
237,906.2476249933243, 573409, 0.91057922609
238,882.5570830106735, 573361, 0.91050300161
239,926.2329170107841, 573373, 0.91052205773
240,913.3599590063095, 573373, 0.91052205773
241,891.5326670408249, 573385, 0.91054111385
242,898.9253749847412, 573409, 0.91057922609
243,935.2122500538826, 573397, 0.91056016997
244,899.535542011261, 573385, 0.91054111385
245,912.8174169659615, 573373, 0.91052205773
246,905.727333009243, 573373, 0.91052205773
247,1161.3775839805603, 573397, 0.91056016997
248,899.5977090001106, 573397, 0.91056016997
249,918.6129590272903, 573397, 0.91056016997
250,905.0580829977989, 573373, 0.91052205773
251,922.2910000085831, 573409, 0.91057922609
252,880.4004579782486, 573397, 0.91056016997
253,905.3966670036316, 573385, 0.91054111385
254,904.2315000295639, 573409, 0.91057922609
255,917.4495410323143, 573409, 0.91057922609
256,892.214291036129, 573385, 0.91054111385
257,900.944000005722, 573397, 0.91056016997
258,889.8467919826508, 573409, 0.91057922609
259,934.549624979496, 573397, 0.91056016997
260,882.1710000038147, 573397, 0.91056016997
261,887.9040420055389, 573409, 0.91057922609
262,886.4625000357628, 573385, 0.91054111385
263,917.5975420475006, 573409, 0.91057922609
264,902.3185830116272, 573397, 0.91056016997
265,882.0407079458237, 573409, 0.91057922609
266,887.3745830059052, 573361, 0.91050300161
267,933.6240419745445, 573397, 0.91056016997
268,882.9299159646034, 573373, 0.91052205773
269,884.3257910013199, 573409, 0.91057922609
270,886.7043750286102, 573397, 0.91056016997
271,928.1168749928474, 573397, 0.91056016997
272,918.2865419983864, 573409, 0.91057922609
273,910.7588329911232, 573409, 0.91057922609
274,900.6353330016136, 573409, 0.91057922609
275,929.7122910022736, 573385, 0.91054111385
276,904.7482500076294, 573409, 0.91057922609
277,896.6685000061989, 573409, 0.91057922609
278,895.5064589977264, 573409, 0.91057922609
279,913.7718750238419, 573373, 0.91052205773
280,889.8445410132408, 573397, 0.91056016997
281,886.1069589853287, 573373, 0.91052205773
282,914.8335419893265, 573397, 0.91056016997
283,921.1874170303345, 573397, 0.91056016997
284,921.6031250357628, 573397, 0.91056016997
285,912.7854160070419, 573397, 0.91056016997
286,929.7281249761581, 573397, 0.91056016997
287,885.0011249780655, 573385, 0.91054111385
288,892.2410420179367, 573385, 0.91054111385
289,905.3537499904633, 573385, 0.91054111385
290,896.1570000052452, 573397, 0.91056016997
291,897.415875017643, 573397, 0.91056016997
292,883.9124590158463, 573397, 0.91056016997
293,914.2707499861717, 573373, 0.91052205773
294,881.7640830278397, 573409, 0.91057922609
295,919.7723749876022, 573385, 0.91054111385
296,916.9964169859886, 573397, 0.91056016997
297,917.3538749814034, 573373, 0.91052205773
298,899.985957980156, 573373, 0.91052205773
299,897.9670000076294, 573385, 0.91054111385
300,892.526917040348, 573373, 0.91052205773
301,930.2726660370827, 573397, 0.91056016997
302,911.1068339943886, 573409, 0.91057922609
303,881.9606249928474, 573397, 0.91056016997
304,881.4173330068588, 573385, 0.91054111385
305,906.1085000038147, 573397, 0.91056016997
306,897.4113749861717, 573361, 0.91050300161
307,902.8446670174599, 573397, 0.91056016997
308,983.6932500004768, 573397, 0.91056016997
309,908.0639590024948, 573409, 0.91057922609
310,914.9481250047684, 573397, 0.91056016997
311,911.0517920255661, 573397, 0.91056016997
312,1001.2734169960022, 573397, 0.91056016997
313,926.597000002861, 573373, 0.91052205773
314,925.7858750224113, 573397, 0.91056016997
315,892.9712079763412, 573397, 0.91056016997
316,903.7040419578552, 573409, 0.91057922609
317,939.4798750281334, 573373, 0.91052205773
318,886.9029579758644, 573397, 0.91056016997
319,918.5969159603119, 573373, 0.91052205773
320,916.3776249885559, 573409, 0.91057922609
321,921.6672499775887, 573373, 0.91052205773
322,909.2870829701424, 573397, 0.91056016997
323,901.3606669902802, 573397, 0.91056016997
324,889.1010000109673, 573373, 0.91052205773
325,924.7849169969559, 573385, 0.91054111385
326,900.3665000200272, 573409, 0.91057922609
327,902.1454169750214, 573397, 0.91056016997
328,889.8166669607162, 573373, 0.91052205773
329,929.3264169692993, 573373, 0.91052205773
330,890.7438749670982, 573349, 0.91048394549
331,875.9948750138283, 573397, 0.91056016997
332,884.6701250076294, 573397, 0.91056016997
333,905.8420000076294, 573409, 0.91057922609
334,900.5957909822464, 573397, 0.91056016997
335,881.6276249885559, 573409, 0.91057922609
336,891.8685410022736, 573397, 0.91056016997
337,929.0153340101242, 573385, 0.91054111385
338,933.089999973774, 573409, 0.91057922609
339,894.5276669859886, 573385, 0.91054111385
340,886.2842079997063, 573397, 0.91056016997
341,919.0244169831276, 573397, 0.91056016997
342,923.7915830016136, 573409, 0.91057922609
343,873.2264159917831, 573397, 0.91056016997
344,898.7426249980927, 573397, 0.91056016997
345,906.9080420136452, 573385, 0.91054111385
346,882.8159170150757, 573409, 0.91057922609
347,906.0087500214577, 573397, 0.91056016997
348,913.2454999685287, 573385, 0.91054111385
349,915.8872919678688, 573397, 0.91056016997
350,903.6910420060158, 573397, 0.91056016997
351,919.6332080364227, 573409, 0.91057922609
352,889.6133750081062, 573409, 0.91057922609
353,896.5120829939842, 573409, 0.91057922609
354,892.7538750171661, 573385, 0.91054111385
